# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
2461	136	badhnā́ti,	bãdha	ˈbãdʱa	Bengali	ˈb ã dʱ a	1 7 1 7	AXBZ	PATA	2	2.P.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	116	badhnā́ti,:116
2462	136	badhnā́ti,	bandhiba	bandʱiba	Oriya	b a n dʱ i b a	1 7 4 1 7 1 7	AXMBYBZ	PANTIPA	11	11.P.C 11.A.V 11.N.c 11.T.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	115	badhnā́ti,:115
2463	136	badhnā́ti,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	121	badhnā́ti,:121
2464	136	badhnā́ti,	gæṭa	gæṭa	Sinhalese	g æ ṭ a	1 7 1 7	AXBZ	KETA	17	17.K.C 17.E.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	131	badhnā́ti,:131
2465	136	badhnā́ti,	essun̊	essun̊	Dhivehi	e ss u n̊	7 3 7 4	XBYN	ESYN	4	4.E.V 4.S.C 4.Y.V 4.N.c	1.5 1.75 1.3 0.8	0	118	badhnā́ti,:118
2466	136	badhnā́ti,	phandel	pʱandel	Romani	pʱ a n d e l	1 7 4 1 7 5	AXMBYN	PANTEL	14	14.P.C 14.A.V 14.N.c 14.T.C 14.E.V 14.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	121	badhnā́ti,:121
#
307	17	bahú	bahú	bɐɦú	Sanskrit	b ɐ ɦ ú	1 7 3 7	AXBZ	PEHY	15	15.P.C 15.E.V 15.H.C 15.Y.V	2.0 1.5 1.75 0.8	0	132	bahú:132
308	17	bahú	bahu	bau	Pali	b au	1 7	AX	PA	12	12.P.C 12.A.V	2.0 1.5	0	143	bahú:143
309	17	bahú	bahut	bəɦʊt	Hindi	b ə ɦ ʊ t	1 7 3 7 1	AXBYN	PEHYT	6	6.P.C 6.E.V 6.H.C 6.Y.V 6.T.c	2.0 1.5 1.75 1.3 0.8	0	132	bahú:132
310	17	bahú	bahut	bəɦoːt	Urdu	b ə ɦ oː t	1 7 3 7 1	AXBYN	PEHUT	18	18.P.C 18.E.V 18.H.C 18.U.V 18.T.c	2.0 1.5 1.75 1.3 0.8	0	132	bahú:132
311	17	bahú	dherai,	dʱeɾʌi	Nepali	dʱ e ɾ ʌi	1 7 5 7	AXBZ	TERE	10	10.T.C 10.E.V 10.R.C 10.E.V	2.0 1.5 1.75 0.8	0	141	bahú:141
312	17	bahú	ज़āde,	ज़āde	Bhojpuri	ज ़ ā d e	0 0 7 1 7	ACYBZ	00ATE	3	3.0.C 3.0.C 3.A.V 3.T.C 3.E.V	2.0 1.5 1.3 1.75 0.8	0	134	bahú:134
313	17	bahú	bahut	boːɦtᵊ	Punjabi	b oː ɦ tᵊ	1 7 3 1	AXLN	PUHT	13	13.P.C 13.U.V 13.H.c 13.T.c	2.0 1.5 1.1 0.8	0	132	bahú:132
314	17	bahú	ghaṇā	ghaṇā	Sindhi	g h a ṇ ā	1 3 7 4 7	ACXBZ	KHANA	16	16.K.C 16.H.C 16.A.V 16.N.C 16.A.V	2.0 1.5 1.5 1.75 0.8	0	147	bahú:147
315	17	bahú	bahu,	ˈbəɦu	Gujarati	ˈb ə ɦ u	1 7 3 7	AXBZ	PEHY	5	5.P.C 5.E.V 5.H.C 5.Y.V	2.0 1.5 1.75 0.8	0	132	bahú:132
316	17	bahú	puṣkaḷ,	puṣkɑḷ	Marathi	p u ṣ k ɑ ḷ	1 7 3 1 7 5	AXMBYN	PYSKAL	9	9.P.C 9.Y.V 9.S.c 9.K.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	140	bahú:140
317	17	bahú	khūb	kʰuːb	Konkani	kʰ uː b	1 7 1	AXN	KYP	8	8.K.C 8.Y.V 8.P.c	2.0 1.5 0.8	0	139	bahú:139
318	17	bahú	bohut	bɔɦut	Assamese	b ɔ ɦ u t	1 7 3 7 1	AXBYN	PUHYT	1	1.P.C 1.U.V 1.H.C 1.Y.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	132	bahú:132
319	17	bahú	ônek	ɔnek	Bengali	ɔ n e k	7 4 7 1	XBYN	UNEK	2	2.U.V 2.N.C 2.E.V 2.K.c	1.5 1.75 1.3 0.8	0	133	bahú:133
320	17	bahú	ônekô,	ɔnekɔ	Oriya	ɔ n e k ɔ	7 4 7 1 7	XBYBZ	UNEKU	11	11.U.V 11.N.C 11.E.V 11.K.C 11.U.V	1.5 1.75 1.3 1.75 0.8	0	133	bahú:133
321	17	bahú	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	138	bahú:138
322	17	bahú	goḍak,	goʊḍak	Sinhalese	g oʊ ḍ a k	1 7 1 7 1	AXBYN	KUTAK	17	17.K.C 17.U.V 17.T.C 17.A.V 17.K.c	2.0 1.5 1.75 1.3 0.8	0	148	bahú:148
323	17	bahú	baivaru	baivaru	Dhivehi	b ai v a r u	1 7 3 7 5 7	AXBYBZ	PABARY	4	4.P.C 4.A.V 4.B.C 4.A.V 4.R.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	135	bahú:135
324	17	bahú	but	bʌt	Romani	b ʌ t	1 7 1	AXN	PET	14	14.P.C 14.E.V 14.T.c	2.0 1.5 0.8	0	143	bahú:143
#
2053	114	bhinátti	bhinátti	bʱinɐtti	Sanskrit	bʱ i n ɐ tt i	1 7 4 7 1 7	AXBYBZ	PINETI	15	15.P.C 15.I.V 15.N.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	160	bhinátti:160
2054	114	bhinátti	bhindati	bʱinatti	Pali	bʱ i n a tt i	1 7 4 7 1 7	AXBYBZ	PINATI	12	12.P.C 12.I.V 12.N.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	160	bhinátti:160
2055	114	bhinátti	baṇṭnā	bəɳʈnɑː	Hindi	b ə ɳ ʈ n ɑː	1 7 4 1 4 7	AXMBCZ	PENTNA	6	6.P.C 6.E.V 6.N.c 6.T.C 6.N.C 6.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	154	bhinátti:154
2056	114	bhinátti	bā̃ṭnā*	bäʈnɑː	Urdu	b ä ʈ n ɑː	1 7 1 4 7	AXBCZ	PATNA	18	18.P.C 18.A.V 18.T.C 18.N.C 18.A.V	2.0 1.5 1.75 1.5 0.8	0	154	bhinátti:154
2057	114	bhinátti	bā̃ḍnu,	bäɽɳu	Nepali	b ä ɽ ɳ u	1 7 5 4 7	AXMBZ	PARNY	10	10.P.C 10.A.V 10.R.c 10.N.C 10.Y.V	2.0 1.5 1.1 1.75 0.8	0	152	bhinátti:152
2058	114	bhinátti	baṇṭe	baɳʈe	Bhojpuri	b a ɳ ʈ e	1 7 4 1 7	AXMBZ	PANTE	3	3.P.C 3.A.V 3.N.c 3.T.C 3.E.V	2.0 1.5 1.1 1.75 0.8	0	151	bhinátti:151
2059	114	bhinátti	pāṛnā	pɑːɽnɑː	Punjabi	p ɑː ɽ n ɑː	1 7 5 4 7	AXMBZ	PARNA	13	13.P.C 13.A.V 13.R.c 13.N.C 13.A.V	2.0 1.5 1.1 1.75 0.8	0	154	bhinátti:154
2060	114	bhinátti	cīraṇu,	tʃi:raɳu	Sindhi	t ʃ i: r a ɳ u	1 3 7 5 7 4 7	ACXBYBZ	TSIRANY	16	16.T.C 16.S.C 16.I.V 16.R.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	164	bhinátti:164
2061	114	bhinátti	bhāg	bhɑːg	Gujarati	b h ɑː g	1 3 7 1	ACXN	PHAK	5	5.P.C 5.H.C 5.A.V 5.K.c	2.0 1.5 1.5 0.8	0	150	bhinátti:150
2062	114	bhinátti	vāṭṇe*,	vɑːʈɳɛ	Marathi	v ɑː ʈ ɳ ɛ	3 7 1 4 7	AXBCZ	BATNE	9	9.B.C 9.A.V 9.T.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	157	bhinátti:157
2063	114	bhinátti	bhesā̃	bʱɛsä	Konkani	bʱ ɛ s ä	1 7 3 7	AXBZ	PESA	8	8.P.C 8.E.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	0	149	bhinátti:149
2064	114	bhinátti	bhoga	bʱɔɡa	Assamese	bʱ ɔ ɡ a	1 7 1 7	AXBZ	PUKA	1	1.P.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	0	149	bhinátti:149
2065	114	bhinátti	bibhôkt	bibhɔkt	Bengali	b i b h ɔ k t	1 7 1 3 7 1 1	AXBCYLN	PIPHUKT	2	2.P.C 2.I.V 2.P.C 2.H.C 2.U.V 2.K.c 2.T.c	2.0 1.5 1.75 1.5 1.3 1.1 0.8	0	150	bhinátti:150
2066	114	bhinátti	phaṛiba,	phaṛˈibə	Oriya	p h a ṛ ˈi b ə	1 3 7 5 7 1 7	ACXBYBZ	PHARIPE	11	11.P.C 11.H.C 11.A.V 11.R.C 11.I.V 11.P.C 11.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	159	bhinátti:159
2067	114	bhinátti	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	155	bhinátti:155
2068	114	bhinátti	bedā	bɛdɑː	Sinhalese	b ɛ d ɑː	1 7 1 7	AXBZ	PETA	17	17.P.C 17.E.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	154	bhinátti:154
2069	114	bhinátti	baikurun̊	baikurun̊	Dhivehi	b ai k u r u n̊	1 7 1 7 5 7 4	AXBYBYN	PAKYRYN	4	4.P.C 4.A.V 4.K.C 4.Y.V 4.R.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	152	bhinátti:152
2070	114	bhinátti	pharravel	pharravel	Romani	p h a rr a v e l	1 3 7 5 7 3 7 5	ACXBYBYN	PHARABEL	14	14.P.C 14.H.C 14.A.V 14.R.C 14.A.V 14.B.C 14.E.V 14.L.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	0	159	bhinátti:159
#
1891	105	bibhéti,	bibhéti,	bibʱɐjti	Sanskrit	b i bʱ ɐ j t i	1 7 1 7 6 1 7	AXBYMBZ	PIPEJTI	15	15.P.C 15.I.V 15.P.C 15.E.V 15.J.c 15.T.C 15.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	168	bibhéti,:168
1892	105	bibhéti,	dara	ˈdɒrɒ	Pali	ˈd ɒ r ɒ	1 7 5 7	AXBZ	TORO	12	12.T.C 12.O.V 12.R.C 12.O.V	2.0 1.5 1.75 0.8	0	176	bibhéti,:176
1893	105	bibhéti,	ḍarnā	ɖəɾnɑː	Hindi	ɖ ə ɾ n ɑː	1 7 5 4 7	AXMBZ	TERNA	6	6.T.C 6.E.V 6.R.c 6.N.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	170	bibhéti,:170
1894	105	bibhéti,	ḍarnā	ɖəɾnɑː	Urdu	ɖ ə ɾ n ɑː	1 7 5 4 7	AXMBZ	TERNA	18	18.T.C 18.E.V 18.R.c 18.N.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	170	bibhéti,:170
1895	105	bibhéti,	ḍarāunu	ɖʌɾäunu	Nepali	ɖ ʌ ɾ ä u n u	1 7 5 7 7 4 7	AXBYYBZ	TERAYNY	10	10.T.C 10.E.V 10.R.C 10.A.V 10.Y.V 10.N.C 10.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	170	bibhéti,:170
1896	105	bibhéti,	ḍare	ɖʌɾɛ	Bhojpuri	ɖ ʌ ɾ ɛ	1 7 5 7	AXBZ	TERE	3	3.T.C 3.E.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	0	170	bibhéti,:170
1897	105	bibhéti,	ḍarnā	ɖəɾnɑː	Punjabi	ɖ ə ɾ n ɑː	1 7 5 4 7	AXMBZ	TERNA	13	13.T.C 13.E.V 13.R.c 13.N.C 13.A.V	2.0 1.5 1.1 1.75 0.8	0	170	bibhéti,:170
1898	105	bibhéti,	ḍiʄaṇu	ḍiʄaṇu	Sindhi	ḍ i ʄ a ṇ u	1 7 2 7 4 7	AXBYBZ	TICANY	16	16.T.C 16.I.V 16.C.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	180	bibhéti,:180
1899	105	bibhéti,	ḍarvũ	ɖʌɾvu	Gujarati	ɖ ʌ ɾ v u	1 7 5 3 7	AXMBZ	TERBY	5	5.T.C 5.E.V 5.R.c 5.B.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	170	bibhéti,:170
1900	105	bibhéti,	ghābarṇe,	ghābarṇe	Marathi	g h ā b a r ṇ e	1 3 7 1 7 5 4 7	ACXBYMBZ	KHAPARNE	9	9.K.C 9.H.C 9.A.V 9.P.C 9.A.V 9.R.c 9.N.C 9.E.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 0.8	0	173	bibhéti,:173
1901	105	bibhéti,	bhivce	bhivce	Konkani	b h i v c e	1 3 7 3 1 7	ACXMBZ	PHIBCE	8	8.P.C 8.H.C 8.I.V 8.B.c 8.C.C 8.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	165	bibhéti,:165
1902	105	bibhéti,	bhoy	bhoy	Assamese	b h oy	1 3 7	ACX	PHU	1	1.P.C 1.H.C 1.U.V	2.0 1.5 1.5	0	165	bibhéti,:165
1903	105	bibhéti,	bhôẏ	bhôẏ	Bengali	b h ô ẏ	1 3 7 0	ACXN	PHU0	2	2.P.C 2.H.C 2.U.V 2.0.c	2.0 1.5 1.5 0.8	0	165	bibhéti,:165
1904	105	bibhéti,	ḍôriba	ḍôriba	Oriya	ḍ ô r i b a	1 7 5 7 1 7	AXBYBZ	TURIPA	11	11.T.C 11.U.V 11.R.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	175	bibhéti,:175
1905	105	bibhéti,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	171	bibhéti,:171
1906	105	bibhéti,	tætigannawā	tætigannawā	Sinhalese	t æ t i g a nn a w ā	1 7 1 7 1 7 4 7 6 7	AXBYBYBYBZ	TETIKANAWA	17	17.T.C 17.E.V 17.T.C 17.I.V 17.K.C 17.A.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	181	bibhéti,:181
1907	105	bibhéti,	birugatun̊	birugatun̊	Dhivehi	b i r u g a t u n̊	1 7 5 7 1 7 1 7 4	AXBYBYBYN	PIRYKATYN	4	4.P.C 4.I.V 4.R.C 4.Y.V 4.K.C 4.A.V 4.T.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	168	bibhéti,:168
1908	105	bibhéti,	daral	daral	Romani	d a r a l	1 7 5 7 5	AXBYN	TARAL	14	14.T.C 14.A.V 14.R.C 14.A.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	173	bibhéti,:173
#
685	38	bā́la,	bā́la,	bɑːl	Sanskrit	b ɑː l	1 7 5	AXN	PAL	15	15.P.C 15.A.V 15.L.c	2.0 1.5 0.8	0	190	bā́la,:190
686	38	bā́la,	bālaka	ba:laka	Pali	b a: l a k a	1 7 5 7 1 7	AXBYBZ	PALAKA	12	12.P.C 12.A.V 12.L.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	186	bā́la,:186
687	38	bā́la,	baccā	bətʃtʃɑː	Hindi	b ə t ʃ t ʃ ɑː	1 7 1 3 1 3 7	AXBYBCZ	PETSTSA	6	6.P.C 6.E.V 6.T.C 6.S.V 6.T.C 6.S.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
688	38	bā́la,	baccā	battʃabatʃa	Urdu	b a tt ʃ a b a t ʃ a	1 7 1 3 7 1 7 1 3 7	AXBCYBYBCZ	PATSAPATSA	18	18.P.C 18.A.V 18.T.C 18.S.C 18.A.V 18.P.C 18.A.V 18.T.C 18.S.C 18.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
689	38	bā́la,	baccā,	bətʃtʃɑː	Nepali	b ə t ʃ t ʃ ɑː	1 7 1 3 1 3 7	AXBYBCZ	PETSTSA	10	10.P.C 10.E.V 10.T.C 10.S.V 10.T.C 10.S.C 10.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
690	38	bā́la,	baccā	bətʃtʃɑː	Bhojpuri	b ə t ʃ t ʃ ɑː	1 7 1 3 1 3 7	AXBYBCZ	PETSTSA	3	3.P.C 3.E.V 3.T.C 3.S.V 3.T.C 3.S.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
691	38	bā́la,	baccā	bətʃtʃɑː	Punjabi	b ə t ʃ t ʃ ɑː	1 7 1 3 1 3 7	AXBYBCZ	PETSTSA	13	13.P.C 13.E.V 13.T.C 13.S.V 13.T.C 13.S.C 13.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
692	38	bā́la,	ɓāri	ɓa:ri	Sindhi	ɓ a: r i	1 7 5 7	AXBZ	PARI	16	16.P.C 16.A.V 16.R.C 16.I.V	2.0 1.5 1.75 0.8	0	197	bā́la,:197
693	38	bā́la,	bāḷka,	ba:ḷka	Gujarati	b a: ḷ k a	1 7 5 1 7	AXMBZ	PALKA	5	5.P.C 5.A.V 5.L.c 5.K.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	186	bā́la,:186
694	38	bā́la,	mūl	mul	Marathi	m u l	4 7 5	AXN	MYL	9	9.M.C 9.Y.V 9.L.c	2.0 1.5 0.8	0	190	bā́la,:190
695	38	bā́la,	bhurgo	bhurgo	Konkani	b h u r g o	1 3 7 5 1 7	ACXMBZ	PHYRKU	8	8.P.C 8.H.C 8.Y.V 8.R.c 8.K.C 8.U.V	2.0 1.5 1.5 1.1 1.75 0.8	0	188	bā́la,:188
696	38	bā́la,	löra-süali,	lóɹasʊali	Assamese	l ó ɹ a s ʊa l i	5 7 5 7 3 7 5 7	AXBYBYBZ	LURASYLI	1	1.L.C 1.U.V 1.R.C 1.A.V 1.S.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	182	bā́la,:182
697	38	bā́la,	bacca	bətʃtʃɑ	Bengali	b ə t ʃ t ʃ ɑ	1 7 1 3 1 3 7	AXBYBCZ	PETSTSA	2	2.P.C 2.E.V 2.T.C 2.S.V 2.T.C 2.S.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	183	bā́la,:183
698	38	bā́la,	śiśu,	sisu	Oriya	s i s u	3 7 3 7	AXBZ	SISY	11	11.S.C 11.I.V 11.S.C 11.Y.V	2.0 1.5 1.75 0.8	0	192	bā́la,:192
699	38	bā́la,	śur,	ʃur	Kashmiri	ʃ u r	3 7 5	AXN	SYR	7	7.S.C 7.Y.V 7.R.c	2.0 1.5 0.8	0	188	bā́la,:188
700	38	bā́la,	ḷamayā	ḷamaya:	Sinhalese	ḷ a m aya:	5 7 4 7	AXBZ	LAMA	17	17.L.C 17.A.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	0	198	bā́la,:198
701	38	bā́la,	kujjā	kujja:	Dhivehi	k u jj a:	1 7 6 7	AXBZ	KYJA	4	4.K.C 4.Y.V 4.J.C 4.A.V	2.0 1.5 1.75 0.8	0	185	bā́la,:185
702	38	bā́la,	ćhavo	tʃʰaˈvo	Romani	t ʃʰ a ˈv o	1 3 7 3 7	ACXBZ	TSABU	14	14.T.C 14.S.C 14.A.V 14.B.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	195	bā́la,:195
#
973	54	bī́ja	bī́ja	biːdʒ	Sanskrit	b iː d ʒ	1 7 1 3	AXBC	PITS	15	15.P.C 15.I.V 15.T.C 15.S.C	2.0 1.5 1.75 1.5	0	201	bī́ja:201
974	54	bī́ja	bīja	biːdʒ	Pali	b iː d ʒ	1 7 1 3	AXBC	PITS	12	12.P.C 12.I.V 12.T.C 12.S.C	2.0 1.5 1.75 1.5	0	201	bī́ja:201
975	54	bī́ja	bīj	biːdʒ	Hindi	b iː d ʒ	1 7 1 3	AXBC	PITS	6	6.P.C 6.I.V 6.T.C 6.S.C	2.0 1.5 1.75 1.5	0	201	bī́ja:201
976	54	bī́ja	bīj	biːdʒ	Urdu	b iː d ʒ	1 7 1 3	AXBC	PITS	18	18.P.C 18.I.V 18.T.C 18.S.C	2.0 1.5 1.75 1.5	0	201	bī́ja:201
977	54	bī́ja	bīu,	biu	Nepali	b iu	1 7	AX	PI	10	10.P.C 10.I.V	2.0 1.5	0	201	bī́ja:201
978	54	bī́ja	bīyā	bi:waɪɑː	Bhojpuri	b i: w aɪɑː	1 7 6 7	AXBZ	PIWA	3	3.P.C 3.I.V 3.W.C 3.A.V	2.0 1.5 1.75 0.8	0	201	bī́ja:201
979	54	bī́ja	bīj	biːdʒə	Punjabi	b iː d ʒ ə	1 7 1 3 7	AXBCZ	PITSE	13	13.P.C 13.I.V 13.T.C 13.S.C 13.E.V	2.0 1.5 1.75 1.5 0.8	0	201	bī́ja:201
980	54	bī́ja	ɓiju	bi:dʒu	Sindhi	b i: d ʒ u	1 7 1 3 7	AXBCZ	PITSY	16	16.P.C 16.I.V 16.T.C 16.S.C 16.Y.V	2.0 1.5 1.75 1.5 0.8	0	201	bī́ja:201
981	54	bī́ja	bīj	bi:dʒ	Gujarati	b i: d ʒ	1 7 1 3	AXBC	PITS	5	5.P.C 5.I.V 5.T.C 5.S.C	2.0 1.5 1.75 1.5	0	201	bī́ja:201
982	54	bī́ja	bī	biː	Marathi	b iː	1 7	AX	PI	9	9.P.C 9.I.V	2.0 1.5	0	201	bī́ja:201
983	54	bī́ja	bī	biː	Konkani	b iː	1 7	AX	PI	8	8.P.C 8.I.V	2.0 1.5	0	201	bī́ja:201
984	54	bī́ja	guti	ɡuti	Assamese	ɡ u t i	1 7 1 7	AXBZ	KYTI	1	1.K.C 1.Y.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	199	bī́ja:199
985	54	bī́ja	bici	bici	Bengali	b i c i	1 7 1 7	AXBZ	PICI	2	2.P.C 2.I.V 2.C.C 2.I.V	2.0 1.5 1.75 0.8	0	199	bī́ja:199
986	54	bī́ja	môñji	môñdʒi	Oriya	m ô ñ d ʒ i	4 7 4 1 3 7	AXMBCZ	MUNTSI	11	11.M.C 11.U.V 11.N.c 11.T.C 11.S.C 11.I.V	2.0 1.5 1.1 1.75 1.5 0.8	0	201	bī́ja:201
987	54	bī́ja	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	205	bī́ja:205
988	54	bī́ja	bīja	bi:dʒa	Sinhalese	b i: d ʒ a	1 7 1 3 7	AXBCZ	PITSA	17	17.P.C 17.I.V 17.T.C 17.S.C 17.A.V	2.0 1.5 1.75 1.5 0.8	0	201	bī́ja:201
989	54	bī́ja	oṣu	oʊṣju	Dhivehi	oʊ ṣ j u	7 3 6 7	XBCZ	USJY	4	4.U.V 4.S.C 4.J.C 4.Y.V	1.5 1.75 1.5 0.8	0	202	bī́ja:202
990	54	bī́ja	sumburo	sumburo	Romani	s u m b u r o	3 7 4 1 7 5 7	AXMBYBZ	SYMPYRU	14	14.S.C 14.Y.V 14.M.c 14.P.C 14.Y.V 14.R.C 14.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	212	bī́ja:212
#
3655	203	ca	ca	tɕə	Sanskrit	t ɕ ə	1 3 7	ACX	TSE	15	15.T.C 15.S.C 15.E.V	2.0 1.5 1.5	0	222	ca:222
3656	203	ca	ca	ka	Pali	k a	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	0	224	ca:224
3657	203	ca	aur	ɔːɾ	Hindi	ɔː ɾ	7 5	XN	UR	6	6.U.V 6.R.c	1.5 0.8	0	215	ca:215
3658	203	ca	aur	evr	Urdu	e v r	7 3 5	XBC	EBR	18	18.E.V 18.B.C 18.R.C	1.5 1.75 1.5	0	230	ca:230
3659	203	ca	ra	rə	Nepali	r ə	5 7	AX	RE	10	10.R.C 10.E.V	2.0 1.5	0	222	ca:222
3660	203	ca	aur	ɔːɾ	Bhojpuri	ɔː ɾ	7 5	XN	UR	3	3.U.V 3.R.c	1.5 0.8	0	215	ca:215
3661	203	ca	ate,	ɔte	Punjabi	ɔ t e	7 1 7	XBZ	UTE	13	13.U.V 13.T.C 13.E.V	1.5 1.75 0.8	0	217	ca:217
3662	203	ca	a͠i	eɪ͠aɪ	Sindhi	eɪ͠aɪ	7	X	E	16	16.E.V	1.5	0	228	ca:228
3663	203	ca	ane	ane	Gujarati	a n e	7 4 7	XBZ	ANE	5	5.A.V 5.N.C 5.E.V	1.5 1.75 0.8	0	217	ca:217
3664	203	ca	āṇi	aɳi	Marathi	a ɳ i	7 4 7	XBZ	ANI	9	9.A.V 9.N.C 9.I.V	1.5 1.75 0.8	0	213	ca:213
3665	203	ca	ānī	aɳi	Konkani	a ɳ i	7 4 7	XBZ	ANI	8	8.A.V 8.N.C 8.I.V	1.5 1.75 0.8	0	213	ca:213
3666	203	ca	aru	aɹu	Assamese	a ɹ u	7 5 7	XBZ	ARY	1	1.A.V 1.R.C 1.Y.V	1.5 1.75 0.8	0	213	ca:213
3667	203	ca	ar,	ar	Bengali	a r	7 5	XN	AR	2	2.A.V 2.R.c	1.5 0.8	0	213	ca:213
3668	203	ca	au,	au	Oriya	au	7	X	A	11	11.A.V	1.5	0	223	ca:223
3669	203	ca	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	217	ca:217
3670	203	ca	hā	hɑ:	Sinhalese	h ɑ:	3 7	AX	HA	17	17.H.C 17.A.V	2.0 1.5	0	229	ca:229
3671	203	ca	āi,	əːi	Dhivehi	əːi	7	X	E	4	4.E.V	1.5	0	216	ca:216
3672	203	ca	thaj	θaj	Romani	θ a j	3 7 6	AXN	DAJ	14	14.D.C 14.A.V 14.J.c	2.0 1.5 0.8	0	224	ca:224
#
1099	61	cárman,	cárman,	tɕɐɾmɐn	Sanskrit	t ɕ ɐ ɾ m ɐ n	1 3 7 5 4 7 4	ACXMBYN	TSERMEN	15	15.T.C 15.S.C 15.E.V 15.R.c 15.M.C 15.E.V 15.N.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	232	cárman,:232
1100	61	cárman,	camma	ˈkamma	Pali	ˈk a mm a	1 7 4 7	AXBZ	KAMA	12	12.K.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	0	231	cárman,:231
