# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	UPGMAID
140	7	ná	nuhem̐,	nuhem̐	Oriya	60	n u h e m̐	4 7 3 7 4	AXBYN	NYHEM	11	11.N.C 11.Y.V 11.H.C 11.E.V 11.M.c	2.0 1.5 1.75 1.3 0.8	0	485
141	7	ná	None	None	Kashmiri	1344	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	481
142	7	ná	næhæ,	næhæ	Sinhalese	60	n æ h æ	4 7 3 7	AXBZ	NEHE	17	17.N.C 17.E.V 17.H.C 17.E.V	2.0 1.5 1.75 0.8	0	485
143	7	ná	nūn	nu:n	Dhivehi	60	n u: n	4 7 4	AXN	NYN	4	4.N.C 4.Y.V 4.N.c	2.0 1.5 0.8	0	478
144	7	ná	na	nɑː	Romani	60	n ɑː	4 7	AX	NA	14	14.N.C 14.A.V	2.0 1.5	0	479
#
1044	58	nábhas,	nábhas,	nɐbʱɐs	Sanskrit	287	n ɐ bʱ ɐ s	4 7 1 7 3	AXBYN	NEPES	15	15.N.C 15.E.V 15.P.C 15.E.V 15.S.c	2.0 1.5 1.75 1.3 0.8	0	500
1045	58	nábhas,	megha	megʰa	Pali	295	m e gʰ a	4 7 1 7	AXBZ	MEKA	12	12.M.C 12.E.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	0	486
1046	58	nábhas,	bādal	bɑːdəl	Hindi	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	6	6.P.C 6.A.V 6.T.C 6.E.V 6.L.c	2.0 1.5 1.75 1.3 0.8	0	491
1047	58	nábhas,	bādal	bɑːdəl	Urdu	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	18	18.P.C 18.A.V 18.T.C 18.E.V 18.L.c	2.0 1.5 1.75 1.3 0.8	0	491
1048	58	nábhas,	bādal	bɑːdəl	Nepali	15	b ɑː d ə l	1 7 1 7 5	AXBYN	PATEL	10	10.P.C 10.A.V 10.T.C 10.E.V 10.L.c	2.0 1.5 1.75 1.3 0.8	0	491
1049	58	nábhas,	badrī	bɑdri	Bhojpuri	288	b ɑ d r i	1 7 1 5 7	AXBCZ	PATRI	3	3.P.C 3.A.V 3.T.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	488
1050	58	nábhas,	baddal	bɑːd:əl	Punjabi	15	b ɑː d: ə l	1 7 1 7 5	AXBYN	PATEL	13	13.P.C 13.A.V 13.T.C 13.E.V 13.L.c	2.0 1.5 1.75 1.3 0.8	0	491
1051	58	nábhas,	kakaru	kakaru	Sindhi	179	k a k a r u	1 7 1 7 5 7	AXBYBZ	KAKARY	16	16.K.C 16.A.V 16.K.C 16.A.V 16.R.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	501
1052	58	nábhas,	vādaḷ	ʋɑːdl	Gujarati	15	ʋ ɑː d l	6 7 1 5	AXBC	WATL	5	5.W.C 5.A.V 5.T.C 5.L.C	2.0 1.5 1.75 1.5	0	490
1053	58	nábhas,	ḍhag	dʰag	Marathi	272	dʰ a g	1 7 1	AXN	TAK	9	9.T.C 9.A.V 9.K.c	2.0 1.5 0.8	0	494
1054	58	nábhas,	kūp	kúːpɐ	Konkani	-3	k úː p ɐ	1 7 1 7	AXBZ	KYPE	8	8.K.C 8.Y.V 8.P.C 8.E.V	2.0 1.5 1.75 0.8	0	493
1055	58	nábhas,	megh	mɛɡ	Assamese	15	m ɛ ɡ	4 7 1	AXN	MEK	1	1.M.C 1.E.V 1.K.c	2.0 1.5 0.8	0	486
1056	58	nábhas,	megh	mɛɡ	Bengali	-2	m ɛ ɡ	4 7 1	AXN	MEK	2	2.M.C 2.E.V 2.K.c	2.0 1.5 0.8	0	486
1057	58	nábhas,	meghô	meɡʱɔ	Oriya	-2	m e ɡʱ ɔ	4 7 1 7	AXBZ	MEKU	11	11.M.C 11.E.V 11.K.C 11.U.V	2.0 1.5 1.75 0.8	0	486
1058	58	nábhas,	None	None	Kashmiri	287	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	492
1059	58	nábhas,	wæli	wæli	Sinhalese	391	w æ l i	6 7 5 7	AXBZ	WELI	17	17.W.C 17.E.V 17.L.C 17.I.V	2.0 1.5 1.75 0.8	1	502
1060	58	nábhas,	vilā	ʋiləː	Dhivehi	391	ʋ i l əː	6 7 5 7	AXBZ	WILE	4	4.W.C 4.I.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	0	489
1061	58	nábhas,	noro	noro	Romani	-4	n o r o	4 7 5 7	AXBZ	NURU	14	14.N.C 14.U.V 14.R.C 14.U.V	2.0 1.5 1.75 0.8	0	499
#
936	52	nákṣatra,	nákṣatra,	nəkʂətɾᵊ	Sanskrit	1911	n ə k ʂ ə t ɾᵊ	4 7 1 3 7 1 5	AXBCYBC	NEKSETR	15	15.N.C 15.E.V 15.K.C 15.S.C 15.E.V 15.T.C 15.R.C	2.0 1.5 1.75 1.5 1.3 1.75 1.5	0	517
937	52	nákṣatra,	tārakā	tɑːɾɑːkɑː	Pali	1914	t ɑː ɾ ɑː k ɑː	1 7 5 7 1 7	AXBYBZ	TARAKA	12	12.T.C 12.A.V 12.R.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	503
938	52	nákṣatra,	tārā	tɑːɾɑː	Hindi	80	t ɑː ɾ ɑː	1 7 5 7	AXBZ	TARA	6	6.T.C 6.A.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	503
939	52	nákṣatra,	sitārā	sitɑːɾɑː	Urdu	80	s i t ɑː ɾ ɑː	3 7 1 7 5 7	AXBYBZ	SITARA	18	18.S.C 18.I.V 18.T.C 18.A.V 18.R.C 18.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	503
940	52	nákṣatra,	tārā	tɑːɾɑː	Nepali	80	t ɑː ɾ ɑː	1 7 5 7	AXBZ	TARA	10	10.T.C 10.A.V 10.R.C 10.A.V	2.0 1.5 1.75 0.8	0	503
941	52	nákṣatra,	tārā	tɑːɾɑː	Bhojpuri	1911	t ɑː ɾ ɑː	1 7 5 7	AXBZ	TARA	3	3.T.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	503
942	52	nákṣatra,	tārā	taːraː	Punjabi	80	t aː r aː	1 7 5 7	AXBZ	TARA	13	13.T.C 13.A.V 13.R.C 13.A.V	2.0 1.5 1.75 0.8	0	503
943	52	nákṣatra,	tāro	tɑːro	Sindhi	80	t ɑː r o	1 7 5 7	AXBZ	TARU	16	16.T.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 0.8	0	503
944	52	nákṣatra,	tāro	taːro	Gujarati	80	t aː r o	1 7 5 7	AXBZ	TARU	5	5.T.C 5.A.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	0	503
945	52	nákṣatra,	tārā	tɑːɾɑː	Marathi	80	t ɑː ɾ ɑː	1 7 5 7	AXBZ	TARA	9	9.T.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	0	503
946	52	nákṣatra,	tāro	None	Konkani	-9	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	510
947	52	nákṣatra,	tora	tɔɹa	Assamese	80	t ɔ ɹ a	1 7 5 7	AXBZ	TURA	1	1.T.C 1.U.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	0	503
948	52	nákṣatra,	tara	tara	Bengali	80	t a r a	1 7 5 7	AXBZ	TARA	2	2.T.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	503
949	52	nákṣatra,	tara	taːro	Oriya	80	t aː r o	1 7 5 7	AXBZ	TARU	11	11.T.C 11.A.V 11.R.C 11.U.V	2.0 1.5 1.75 0.8	0	503
950	52	nákṣatra,	None	None	Kashmiri	1911	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	509
951	52	nákṣatra,	taru	None	Sinhalese	80	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	519
952	52	nákṣatra,	tari	təɾi	Dhivehi	80	t ə ɾ i	1 7 5 7	AXBZ	TERI	4	4.T.C 4.E.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	0	503
953	52	nákṣatra,	ćexrain	'tʃexrain	Romani	-16	't ʃ e x r ai n	1 3 7 3 5 7 4	ACXBCYN	TSEGRAN	14	14.T.C 14.S.C 14.E.V 14.G.C 14.R.C 14.A.V 14.N.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	0	516
#
1313	73	náva,	náva,	nɐʋɐ	Sanskrit	1313	n ɐ ʋ ɐ	4 7 6 7	AXBZ	NEWE	15	15.N.C 15.E.V 15.W.C 15.E.V	2.0 1.5 1.75 0.8	0	524
1314	73	náva,	nava	nâːvḁ	Pali	1321	n âː v ḁ	4 7 3 0	AXLN	NAB0	12	12.N.C 12.A.V 12.B.c 12.0.c	2.0 1.5 1.1 0.8	0	531
1315	73	náva,	nayā	nəˈjaː	Hindi	57	n ə ˈj aː	4 7 6 7	AXBZ	NEJA	6	6.N.C 6.E.V 6.J.C 6.A.V	2.0 1.5 1.75 0.8	0	525
1316	73	náva,	nayā	niˈjɒː	Urdu	57	n i ˈj ɒː	4 7 6 7	AXBZ	NIJO	18	18.N.C 18.I.V 18.J.C 18.O.V	2.0 1.5 1.75 0.8	0	525
1317	73	náva,	nayā̃	nʌjä	Nepali	57	n ʌ j ä	4 7 6 7	AXBZ	NEJA	10	10.N.C 10.E.V 10.J.C 10.A.V	2.0 1.5 1.75 0.8	0	525
1318	73	náva,	nāyā	naːjaː	Bhojpuri	1314	n aː j aː	4 7 6 7	AXBZ	NAJA	3	3.N.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	0	522
1319	73	náva,	navā̃	nəʋɑː	Punjabi	57	n ə ʋ ɑː	4 7 6 7	AXBZ	NEWA	13	13.N.C 13.E.V 13.W.C 13.A.V	2.0 1.5 1.75 0.8	0	532
1320	73	náva,	naõ	naõ	Sindhi	57	n aõ	4 7	AX	NA	16	16.N.C 16.A.V	2.0 1.5	0	530
1321	73	náva,	navũ	navũ	Gujarati	57	n a v ũ	4 7 3 7	AXBZ	NABY	5	5.N.C 5.A.V 5.B.C 5.Y.V	2.0 1.5 1.75 0.8	0	524
1322	73	náva,	nave,	nave	Marathi	57	n a v e	4 7 3 7	AXBZ	NABE	9	9.N.C 9.A.V 9.B.C 9.E.V	2.0 1.5 1.75 0.8	0	524
1323	73	náva,	navẽ	navẽ	Konkani	57	n a v ẽ	4 7 3 7	AXBZ	NABE	8	8.N.C 8.A.V 8.B.C 8.E.V	2.0 1.5 1.75 0.8	0	524
1324	73	náva,	notun	nɔtun	Assamese	57	n ɔ t u n	4 7 1 7 4	AXBYN	NUTYN	1	1.N.C 1.U.V 1.T.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	520
1325	73	náva,	nôtun	nɔtun	Bengali	57	n ɔ t u n	4 7 1 7 4	AXBYN	NUTYN	2	2.N.C 2.U.V 2.T.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 0.8	0	520
1326	73	náva,	nua,	nua	Oriya	57	n ua	4 7	AX	NY	11	11.N.C 11.Y.V	2.0 1.5	0	530
1327	73	náva,	None	None	Kashmiri	1313	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	526
1328	73	náva,	alut	alut	Sinhalese	57	a l u t	7 5 7 1	XBYN	ALYT	17	17.A.V 17.L.C 17.Y.V 17.T.c	1.5 1.75 1.3 0.8	0	536
1329	73	náva,	ā,	əː	Dhivehi	57	əː	7	X	E	4	4.E.V	1.5	0	523
1330	73	náva,	nevo	ˈnevo	Romani	57	ˈn e v o	4 7 3 7	AXBZ	NEBU	14	14.N.C 14.E.V 14.B.C 14.U.V	2.0 1.5 1.75 0.8	0	533
#
1385	77	nā́man	nā́man	nɑːmɐn	Sanskrit	1262	n ɑː m ɐ n	4 7 4 7 4	AXBYN	NAMEN	15	15.N.C 15.A.V 15.M.C 15.E.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	538
1386	77	nā́man	nāma	nɑːma	Pali	1268	n ɑː m a	4 7 4 7	AXBZ	NAMA	12	12.N.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	0	538
1387	77	nā́man	nām	nɑːm	Hindi	55	n ɑː m	4 7 4	AXN	NAM	6	6.N.C 6.A.V 6.M.c	2.0 1.5 0.8	0	538
1388	77	nā́man	nām	naːma	Urdu	55	n aː m a	4 7 4 7	AXBZ	NAMA	18	18.N.C 18.A.V 18.M.C 18.A.V	2.0 1.5 1.75 0.8	0	538
1389	77	nā́man	nām,	nɑːm	Nepali	55	n ɑː m	4 7 4	AXN	NAM	10	10.N.C 10.A.V 10.M.c	2.0 1.5 0.8	0	546
1390	77	nā́man	nāv	nɑːʋ	Bhojpuri	1263	n ɑː ʋ	4 7 6	AXN	NAW	3	3.N.C 3.A.V 3.W.c	2.0 1.5 0.8	0	539
1391	77	nā́man	nām,	nɑːm	Punjabi	55	n ɑː m	4 7 4	AXN	NAM	13	13.N.C 13.A.V 13.M.c	2.0 1.5 0.8	0	538
1392	77	nā́man	nālo	nalo	Sindhi	55	n a l o	4 7 5 7	AXBZ	NALU	16	16.N.C 16.A.V 16.L.C 16.U.V	2.0 1.5 1.75 0.8	0	552
1393	77	nā́man	nām	nɑːm	Gujarati	55	n ɑː m	4 7 4	AXN	NAM	5	5.N.C 5.A.V 5.M.c	2.0 1.5 0.8	0	538
1394	77	nā́man	nāv	nɑːʋ	Marathi	55	n ɑː ʋ	4 7 6	AXN	NAW	9	9.N.C 9.A.V 9.W.c	2.0 1.5 0.8	0	539
1395	77	nā́man	nāuva	nɑːuʋɑ	Konkani	55	n ɑːu ʋ ɑ	4 7 6 7	AXBZ	NAWA	8	8.N.C 8.A.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	0	544
1396	77	nā́man	nam	nam	Assamese	55	n a m	4 7 4	AXN	NAM	1	1.N.C 1.A.V 1.M.c	2.0 1.5 0.8	0	537
1397	77	nā́man	nam	nam	Bengali	55	n a m	4 7 4	AXN	NAM	2	2.N.C 2.A.V 2.M.c	2.0 1.5 0.8	0	538
1398	77	nā́man	namô	namɔ	Oriya	55	n a m ɔ	4 7 4 7	AXBZ	NAMU	11	11.N.C 11.A.V 11.M.C 11.U.V	2.0 1.5 1.75 0.8	0	538
1399	77	nā́man	None	None	Kashmiri	1262	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	543
1400	77	nā́man	nama	nama	Sinhalese	55	n a m a	4 7 4 7	AXBZ	NAMA	17	17.N.C 17.A.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	0	538
1401	77	nā́man	nan̊	nən	Dhivehi	55	n ə n	4 7 4	AXN	NEN	4	4.N.C 4.E.V 4.N.c	2.0 1.5 0.8	0	540
1402	77	nā́man	anav	ɑnɑːʋ	Romani	55	ɑ n ɑː ʋ	7 4 7 6	XBYN	ANAW	14	14.A.V 14.N.C 14.A.V 14.W.c	1.5 1.75 1.3 0.8	0	540
#
702	39	nā́sā	nā́sā	nɑːsɑː	Sanskrit	1331	n ɑː s ɑː	4 7 3 7	AXBZ	NASA	15	15.N.C 15.A.V 15.S.C 15.A.V	2.0 1.5 1.75 0.8	0	564
703	39	nā́sā	nāsā	nɑːsɑː	Pali	1337	n ɑː s ɑː	4 7 3 7	AXBZ	NASA	12	12.N.C 12.A.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	0	564
704	39	nā́sā	nāk	nɑːk	Hindi	59	n ɑː k	4 7 1	AXN	NAK	6	6.N.C 6.A.V 6.K.c	2.0 1.5 0.8	0	553
705	39	nā́sā	nāk	nɑːk	Urdu	59	n ɑː k	4 7 1	AXN	NAK	18	18.N.C 18.A.V 18.K.c	2.0 1.5 0.8	0	553
706	39	nā́sā	nāk	nɑːk	Nepali	59	n ɑː k	4 7 1	AXN	NAK	10	10.N.C 10.A.V 10.K.c	2.0 1.5 0.8	0	553
707	39	nā́sā	nāk	nɑːk	Bhojpuri	1331	n ɑː k	4 7 1	AXN	NAK	3	3.N.C 3.A.V 3.K.c	2.0 1.5 0.8	0	553
708	39	nā́sā	nakka	nɑːku	Punjabi	59	n ɑː k u	4 7 1 7	AXBZ	NAKY	13	13.N.C 13.A.V 13.K.C 13.Y.V	2.0 1.5 1.75 0.8	0	553
709	39	nā́sā	naku	nɑːku	Sindhi	59	n ɑː k u	4 7 1 7	AXBZ	NAKY	16	16.N.C 16.A.V 16.K.C 16.Y.V	2.0 1.5 1.75 0.8	0	553
710	39	nā́sā	nāk	nɑːku	Gujarati	59	n ɑː k u	4 7 1 7	AXBZ	NAKY	5	5.N.C 5.A.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	0	553
711	39	nā́sā	nāk	nɑːk	Marathi	59	n ɑː k	4 7 1	AXN	NAK	9	9.N.C 9.A.V 9.K.c	2.0 1.5 0.8	0	553
712	39	nā́sā	nāṅka	ɛnāṅkɑ	Konkani	59	ɛ n ā ṅ k ɑ	7 4 7 0 1 7	XBYBCZ	ENA0KA	8	8.E.V 8.N.C 8.A.V 8.0.C 8.K.C 8.A.V	1.5 1.75 1.3 1.75 1.5 0.8	0	560
713	39	nā́sā	nak	nak	Assamese	59	n a k	4 7 1	AXN	NAK	1	1.N.C 1.A.V 1.K.c	2.0 1.5 0.8	0	553
714	39	nā́sā	nak	nak	Bengali	59	n a k	4 7 1	AXN	NAK	2	2.N.C 2.A.V 2.K.c	2.0 1.5 0.8	0	553
715	39	nā́sā	nakô	nakɔ	Oriya	59	n a k ɔ	4 7 1 7	AXBZ	NAKU	11	11.N.C 11.A.V 11.K.C 11.U.V	2.0 1.5 1.75 0.8	0	553
716	39	nā́sā	None	None	Kashmiri	1334	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	559
717	39	nā́sā	nahaya	nahaya	Sinhalese	59	n a h aya	4 7 3 7	AXBZ	NAHA	17	17.N.C 17.A.V 17.H.C 17.A.V	2.0 1.5 1.75 0.8	0	564
718	39	nā́sā	nēfat̊	neːfət	Dhivehi	59	n eː f ə t	4 7 3 7 1	AXBYN	NEBET	4	4.N.C 4.E.V 4.B.C 4.E.V 4.T.c	2.0 1.5 1.75 1.3 0.8	0	556
719	39	nā́sā	nakh	nɑːkʰ	Romani	59	n ɑː kʰ	4 7 1	AXN	NAK	14	14.N.C 14.A.V 14.K.c	2.0 1.5 0.8	0	553
#
756	42	padá	padá	pəd	Sanskrit	706	p ə d	1 7 1	AXN	PET	15	15.P.C 15.E.V 15.T.c	2.0 1.5 0.8	0	575
757	42	padá	pāda	pɑːdɑ	Pali	713	p ɑː d ɑ	1 7 1 7	AXBZ	PATA	12	12.P.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	575
758	42	padá	pair	pɛːɾ	Hindi	30	p ɛː ɾ	1 7 5	AXN	PER	6	6.P.C 6.E.V 6.R.c	2.0 1.5 0.8	0	565
759	42	padá	pair,	piːɾ	Urdu	30	p iː ɾ	1 7 5	AXN	PIR	18	18.P.C 18.I.V 18.R.c	2.0 1.5 0.8	0	565
760	42	padá	pāu,	päu	Nepali	30	p ä u	1 7 7	AXZ	PAY	10	10.P.C 10.A.V 10.Y.V	2.0 1.5 0.8	0	566
761	42	padá	goṛ,	goɾ	Bhojpuri	706	g o ɾ	1 7 5	AXN	KUR	3	3.K.C 3.U.V 3.R.c	2.0 1.5 0.8	0	567
762	42	padá	pair	pɛːɾ	Punjabi	30	p ɛː ɾ	1 7 5	AXN	PER	13	13.P.C 13.E.V 13.R.c	2.0 1.5 0.8	0	565
763	42	padá	peru	pəˈru	Sindhi	30	p ə ˈr u	1 7 5 7	AXBZ	PERY	16	16.P.C 16.E.V 16.R.C 16.Y.V	2.0 1.5 1.75 0.8	0	565
764	42	padá	pagno	pagno	Gujarati	30	p a g n o	1 7 1 4 7	AXBCZ	PAKNU	5	5.P.C 5.A.V 5.K.C 5.N.C 5.U.V	2.0 1.5 1.75 1.5 0.8	0	569
765	42	padá	pāūl	pɑːuːl	Marathi	30	p ɑːuː l	1 7 5	AXN	PAL	9	9.P.C 9.A.V 9.L.c	2.0 1.5 0.8	0	566
766	42	padá	pāy	paj	Konkani	30	p a j	1 7 6	AXN	PAJ	8	8.P.C 8.A.V 8.J.c	2.0 1.5 0.8	0	572
767	42	padá	bhori	bʱoɹi	Assamese	30	bʱ o ɹ i	1 7 5 7	AXBZ	PURI	1	1.P.C 1.U.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	0	565
768	42	padá	pa	pa	Bengali	30	p a	1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	0	566
769	42	padá	padô	padɔ	Oriya	30	p a d ɔ	1 7 1 7	AXBZ	PATU	11	11.P.C 11.A.V 11.T.C 11.U.V	2.0 1.5 1.75 0.8	0	575
770	42	padá	None	None	Kashmiri	709	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	571
771	42	padá	paya,	paja	Sinhalese	30	p a j a	1 7 6 7	AXBZ	PAJA	17	17.P.C 17.A.V 17.J.C 17.A.V	2.0 1.5 1.75 0.8	0	581
772	42	padá	faitila	faitila	Dhivehi	30	f ai t i l a	3 7 1 7 5 7	AXBYBZ	BATILA	4	4.B.C 4.A.V 4.T.C 4.I.V 4.L.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	568
773	42	padá	punro	punro	Romani	596	p u n r o	1 7 4 5 7	AXBCZ	PYNRU	14	14.P.C 14.Y.V 14.N.C 14.R.C 14.U.V	2.0 1.5 1.75 1.5 0.8	0	569
#
612	34	parṇá	parṇá	pəɾɳ	Sanskrit	572	p ə ɾ ɳ	1 7 5 4	AXLN	PERN	15	15.P.C 15.E.V 15.R.c 15.N.c	2.0 1.5 1.1 0.8	0	593
613	34	parṇá	paṇṇa,	pəɳɳa	Pali	574	p ə ɳɳ a	1 7 4 7	AXBZ	PENA	12	12.P.C 12.E.V 12.N.C 12.A.V	2.0 1.5 1.75 0.8	0	593
614	34	parṇá	paṅkh	pəŋkʰ	Hindi	26	p ə ŋ kʰ	1 7 4 1	AXLN	PENK	6	6.P.C 6.E.V 6.N.c 6.K.c	2.0 1.5 1.1 0.8	0	582
615	34	parṇá	par	puɾ	Urdu	26	p u ɾ	1 7 5	AXN	PYR	18	18.P.C 18.Y.V 18.R.c	2.0 1.5 0.8	0	583
616	34	parṇá	pwā̃kh	pwɑːkʰ	Nepali	26	p w ɑː kʰ	1 6 7 1	ACXN	PWAK	10	10.P.C 10.W.C 10.A.V 10.K.c	2.0 1.5 1.5 0.8	0	582
617	34	parṇá	pā̃kh	pɑːkʰ	Bhojpuri	571	p ɑː kʰ	1 7 1	AXN	PAK	3	3.P.C 3.A.V 3.K.c	2.0 1.5 0.8	0	582
618	34	parṇá	pant	pant	Punjabi	26	p a n t	1 7 4 1	AXLN	PANT	13	13.P.C 13.A.V 13.N.c 13.T.c	2.0 1.5 1.1 0.8	0	593
619	34	parṇá	khambhu	kʰɑmbʰu	Sindhi	119	kʰ ɑ m bʰ u	1 7 4 1 7	AXMBZ	KAMPY	16	16.K.C 16.A.V 16.M.c 16.P.C 16.Y.V	2.0 1.5 1.1 1.75 0.8	0	597
620	34	parṇá	pī̃chũ	piːtʃʰuː	Gujarati	250	p iː t ʃʰ uː	1 7 1 3 7	AXBCZ	PITSY	5	5.P.C 5.I.V 5.T.C 5.S.C 5.Y.V	2.0 1.5 1.75 1.5 0.8	0	586
621	34	parṇá	pīs	pis	Marathi	26	p i s	1 7 3	AXN	PIS	9	9.P.C 9.I.V 9.S.c	2.0 1.5 0.8	0	586
622	34	parṇá	pāk	pɑːk	Konkani	26	p ɑː k	1 7 1	AXN	PAK	8	8.P.C 8.A.V 8.K.c	2.0 1.5 0.8	0	582
623	34	parṇá	pakhi	pakʰi	Assamese	26	p a kʰ i	1 7 1 7	AXBZ	PAKI	1	1.P.C 1.A.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	0	582
624	34	parṇá	pôr	pɔɾ	Bengali	306	p ɔ ɾ	1 7 5	AXN	PUR	2	2.P.C 2.U.V 2.R.c	2.0 1.5 0.8	0	583
625	34	parṇá	pôrô	pɔɾɔ	Oriya	306	p ɔ ɾ ɔ	1 7 5 7	AXBZ	PURU	11	11.P.C 11.U.V 11.R.C 11.U.V	2.0 1.5 1.75 0.8	0	583
626	34	parṇá	None	None	Kashmiri	572	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	588
627	34	parṇá	pihāṭu	pihɑːṭu	Sinhalese	250	p i h ɑː ṭ u	1 7 3 7 1 7	AXBYBZ	PIHATY	17	17.P.C 17.I.V 17.H.C 17.A.V 17.T.C 17.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	586
628	34	parṇá	dūnifat̊	diuːnifat̊	Dhivehi	250	d iuː n i f a t̊	1 7 4 7 3 7 1	AXBYBYN	TINIBAT	4	4.T.C 4.I.V 4.N.C 4.I.V 4.B.C 4.A.V 4.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	585
629	34	parṇá	por	pɔɹ	Romani	-5	p ɔ ɹ	1 7 5	AXN	PUR	14	14.P.C 14.U.V 14.R.c	2.0 1.5 0.8	0	583
#
1115	62	patha,	patha,	pətʰ	Sanskrit	1473	p ə tʰ	1 7 1	AXN	PET	15	15.P.C 15.E.V 15.T.c	2.0 1.5 0.8	0	607
1116	62	patha,	patha,	pətʰɑ	Pali	1478	p ə tʰ ɑ	1 7 1 7	AXBZ	PETA	12	12.P.C 12.E.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	607
1117	62	patha,	saṛak	səɽək	Hindi	64	s ə ɽ ə k	3 7 5 7 1	AXBYN	SEREK	6	6.S.C 6.E.V 6.R.C 6.E.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	600
1118	62	patha,	saṛak	səɽək	Urdu	64	s ə ɽ ə k	3 7 5 7 1	AXBYN	SEREK	18	18.S.C 18.E.V 18.R.C 18.E.V 18.K.c	2.0 1.5 1.75 1.3 0.8	0	600
1119	62	patha,	bāṭo,	bäʈo	Nepali	415	b ä ʈ o	1 7 1 7	AXBZ	PATU	10	10.P.C 10.A.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	0	607
1120	62	patha,	saṛak,	səɽək	Bhojpuri	1469	s ə ɽ ə k	3 7 5 7 1	AXBYN	SEREK	3	3.S.C 3.E.V 3.R.C 3.E.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	600
1121	62	patha,	saṛak	səɽək	Punjabi	64	s ə ɽ ə k	3 7 5 7 1	AXBYN	SEREK	13	13.S.C 13.E.V 13.R.C 13.E.V 13.K.c	2.0 1.5 1.75 1.3 0.8	0	600
