#
COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT
124	tíṣṭhati	sousap	sousap	Konkani
124	tíṣṭhati	thi	tʰi:	Assamese
124	tíṣṭhati	dãṛano	daɽano	Bengali
124	tíṣṭhati	ṭhia	ṭhia:	Oriya
124	tíṣṭhati	None	None	Kashmiri
124	tíṣṭhati	siṭinawā	siṭinawā	Sinhalese
124	tíṣṭhati	koḷahhurun̊	koʊḷahhurun	Dhivehi
124	tíṣṭhati	tordyol	tordyol	Romani
125	vártate	vártate	ʋɐɾtɐtɐj	Sanskrit
125	vártate	vaṭṭati	vaʈ:ati	Pali
125	vártate	muṛnā	mʊɽnɑː	Hindi
125	vártate	muṛnā	mʊɽnɑː	Urdu
125	vártate	moḍnu	moɽɳu	Nepali
125	vártate	muṛe	moɽe	Bhojpuri
125	vártate	muṛnā	mʊɽnɑː	Punjabi
125	vártate	varaṇu	varɑːnu	Sindhi
125	vártate	vāḷvũ	vɑːḷvũ	Gujarati
125	vártate	vaḷṇe	vaḷne	Marathi
125	vártate	badlap	badlap	Konkani
125	vártate	pak	pak	Assamese
125	vártate	ghora	ˈɡʱora	Bengali
125	vártate	olôṭeiba	olôṭ	Oriya
125	vártate	None	None	Kashmiri
125	vártate	kærakæwenawā	keɪærækæwenawā	Sinhalese
125	vártate	eᵐburun̊	iᵐburun̊	Dhivehi
125	vártate	boldel	boldel	Romani
126	pádyate	pádyate	pɐdjɐtɐj	Sanskrit
126	pádyate	patati	patati	Pali
126	pádyate	girnā	ɡɪɾnɑː	Hindi
126	pádyate	girnā	ɡɪɾnɑː	Urdu
126	pádyate	khasnu	kʰʌsnu	Nepali
126	pádyate	gire	gire	Bhojpuri
126	pádyate	ḍiggaṇā	ḍiggaṇā	Punjabi
126	pádyate	giraṇu	giraṇu	Sindhi
126	pádyate	paḍvũ	paḍvũ	Gujarati
126	pádyate	paḍṇe	paḍṇe	Marathi
126	pádyate	paḍap,	paḍap	Konkani
126	pádyate	par	paɹɔ	Assamese
126	pádyate	pôṛa	pɔɽa	Bengali
126	pádyate	pôṛiba	pɔɽiba	Oriya
126	pádyate	None	None	Kashmiri
126	pádyate	wæṭenawā	ˈdʌbəljuæṭenawā	Sinhalese
126	pádyate	veṭṭun̊	viṭṭʌn	Dhivehi
126	pádyate	perel	ˈpɛrɛl	Romani
127	dádāti	dádāti	dɐdɑːti	Sanskrit
127	dádāti	dadāti	dɐdɑːti	Pali
127	dádāti	denā	deːnɑː	Hindi
127	dádāti	denā	deːnɑː	Urdu
127	dádāti	dinu	dinu	Nepali
127	dádāti	deve	deve	Bhojpuri
127	dádāti	deṇā	deɳɑː	Punjabi
127	dádāti	diaṇu	diaɳu:	Sindhi
127	dádāti	āpavũ	ɑːpavũ:	Gujarati
127	dádāti	deṇe	dene	Marathi
127	dádāti	dān	dɑːn	Konkani
127	dádāti	de	dɛ	Assamese
127	dádāti	dettẏa	dettẏeɪ	Bengali
127	dádāti	deba	deba	Oriya
127	dádāti	None	None	Kashmiri
127	dádāti	denawā	denawā	Sinhalese
127	dádāti	dinun̊	dinun̊	Dhivehi
127	dádāti	del	dɛl	Romani
128	dhárati	dhárati	dʱɐɾɐti	Sanskrit
128	dhárati	dharati	dʱɐɾɐti	Pali
128	dhárati	pakaṛnā	pəkəɽnɑː	Hindi
128	dhárati	pakaṛnāu:	pəkəɽnɑː	Urdu
128	dhárati	linu,	linu	Nepali
128	dhárati	pakṛe	pakɾɛ	Bhojpuri
128	dhárati	phaṛnā	phaɾnɑː	Punjabi
128	dhárati	jhalaṇu	dvʑʱɑlɑɳ	Sindhi
128	dhárati	pakaḍvũ	pɑkɑᶑvũ:	Gujarati
128	dhárati	dharṇe	dʱəɾɳe	Marathi
128	dhárati	pakḍap	pɑkᶑɑp	Konkani
128	dhárati	dhor	dʱɔɹ	Assamese
128	dhárati	dhôra	dʱɔra	Bengali
128	dhárati	dhôriba	dʱɔɾiba	Oriya
128	dhárati	None	None	Kashmiri
128	dhárati	allanawā	allanawā	Sinhalese
128	dhárati	hifeheṭṭun̊	hifeheṭṭun̊	Dhivehi
128	dhárati	xutyilel	xutyilel	Romani
129	mṛdnā́ti	mṛdnā́ti	mɾdā́:ti	Sanskrit
129	mṛdnā́ti	nippīḷeti	nippi:ḷeti	Pali
129	mṛdnā́ti	dabānā,	dəbɑːnɑː	Hindi
129	mṛdnā́ti	dabānā,	dəbɑːnɑː	Urdu
129	mṛdnā́ti	nicornu,	nitsornu	Nepali
129	mṛdnā́ti	nacoṛe	natʃoɾe	Bhojpuri
129	mṛdnā́ti	nacoṛnā	natʃoɾnɑː	Punjabi
129	mṛdnā́ti	nipūṛaṇu	nipu:ɾaɳu	Sindhi
129	mṛdnā́ti	nīcovvũ	ni:tʃov:ũ	Gujarati
129	mṛdnā́ti	piḷṇe,	piḷɳe	Marathi
129	mṛdnā́ti	piḷap	piḷap	Konkani
129	mṛdnā́ti	sep,	sɛp	Assamese
129	mṛdnā́ti	cepô-	cɛpɔ	Bengali
129	mṛdnā́ti	dôbeiba,	dɔbeiba	Oriya
129	mṛdnā́ti	None	None	Kashmiri
129	mṛdnā́ti	mirikanawā	mirikanawā	Sinhalese
129	mṛdnā́ti	fitun̊	fitun̊	Dhivehi
129	mṛdnā́ti	kikidel	kikidel	Romani
130	ghárṣati	ghárṣati	ɡʱɐɾʂɐti	Sanskrit
130	ghárṣati	ghaṃsati	ɡʱɐṃʂɐti	Pali
130	ghárṣati	malnā	məlnɑː	Hindi
130	ghárṣati	malnā	məlnɑː	Urdu
130	ghárṣati	ghoṭnu	ɡʱoʈɳu	Nepali
130	ghárṣati	male	male	Bhojpuri
130	ghárṣati	maḷnā	malɑː	Punjabi
130	ghárṣati	mahṭaṇu	mahṭaṇu	Sindhi
130	ghárṣati	ghasvũ	gʱavũ	Gujarati
130	ghárṣati	ghāsṇe*,	gʱɑːsɳe	Marathi
130	ghárṣati	ghāusap	gʱɑːusap	Konkani
130	ghárṣati	ghõh	gʱo:h	Assamese
130	ghárṣati	ghôśa	gʱɔsa	Bengali
130	ghárṣati	ghôṣiba	gʱɔṣiba	Oriya
130	ghárṣati	None	None	Kashmiri
130	ghárṣati	atullanawā	atullanawā	Sinhalese
130	ghárṣati	un̊gulhun̊	un̊gulhun̊ 	Dhivehi
130	ghárṣati	morel	məˈɹɛl	Romani
131	kṣā́layati	kṣā́layati	kʂɑːlɐjɐti	Sanskrit
131	kṣā́layati	dhopati	dʱo:pɑti:	Pali
131	kṣā́layati	dhonā	dʱoːnɑː	Hindi
131	kṣā́layati	dhonā	dʱuːnɑː	Urdu
131	kṣā́layati	dhunu	dʱṳnu	Nepali
131	kṣā́layati	dhove	dʱo:ʋe	Bhojpuri
131	kṣā́layati	dhoṇā	tʰoːɳɑː	Punjabi
131	kṣā́layati	dhoaṇu	dʱoɑːɳu	Sindhi
131	kṣā́layati	dhovũ	dʱo:ʋe	Gujarati
131	kṣā́layati	dhuṇe	dʱu:ɳe	Marathi
131	kṣā́layati	None	None	Konkani
131	kṣā́layati	dhü	dʱü	Assamese
131	kṣā́layati	dhoẏa	dʱo:ẏɑ:	Bengali
131	kṣā́layati	dhoiba	dʱo:ibɑ:	Oriya
131	kṣā́layati	None	None	Kashmiri
131	kṣā́layati	sōdanawā	ɛsōdanawā	Sinhalese
131	kṣā́layati	dovun̊	dovun̊	Dhivehi
131	kṣā́layati	thovel	tʰo:ʋɛl	Romani
132	mā́rṣṭi	mā́rṣṭi	mā́rṣṭi:	Sanskrit
132	mā́rṣṭi	majjati	madʑdʑa:ti	Pali
132	mā́rṣṭi	poñchnā	poːntʃʰnɑː	Hindi
132	mā́rṣṭi	poñchnā	poːntʃʰnɑː	Urdu
132	mā́rṣṭi	puchnu	putsʰnu	Nepali
132	mā́rṣṭi	poñche	poːntʃʰɛ	Bhojpuri
132	mā́rṣṭi	hūñjhṇā	hūñdʑʰnɑː	Punjabi
132	mā́rṣṭi	ughaṇu	ugʰa:ɳu	Sindhi
132	mā́rṣṭi	lūchvũ	lu:tʃʰvũ	Gujarati
132	mā́rṣṭi	pusṇe	pusɳe	Marathi
132	mā́rṣṭi	phāsap,	pʰɑːsap	Konkani
132	mā́rṣṭi	müs	müs	Assamese
132	mā́rṣṭi	mocha	mʊsa	Bengali
132	mā́rṣṭi	pochiba	poʃʰi:ba	Oriya
132	mā́rṣṭi	None	None	Kashmiri
132	mā́rṣṭi	pisanawā	pisanawā	Sinhalese
132	mā́rṣṭi	fohun̊	fohun̊	Dhivehi
132	mā́rṣṭi	khosel	kʰosel	Romani
133	kárṣati	kárṣati	kɐɾʂɐti	Sanskrit
133	kárṣati	khaḍḍati	kʰɑːɖɖati:	Pali
133	kárṣati	khīñcnā	kʰiːntʃnɑː	Hindi
133	kárṣati	khīncnā	kʰiːntʃnɑː	Urdu
133	kárṣati	tānnu	tänːu	Nepali
133	kárṣati	khīñce	kʰiːntʃnɛ	Bhojpuri
133	kárṣati	khiccaṇā	kʰɪtʃːəɳäː	Punjabi
133	kárṣati	chikaṇu	tʃikɑːɳu	Sindhi
133	kárṣati	kheñcvũ	kʰeɳtʃvũ	Gujarati
133	kárṣati	kheċṇe,	kʰetsɳe	Marathi
133	kárṣati	oḍap,	o:ᶑɑːp	Konkani
133	kárṣati	tan	tan	Assamese
133	kárṣati	ṭana	tana	Bengali
133	kárṣati	ṭaṇiba	ṭaɳi:ba	Oriya
133	kárṣati	None	None	Kashmiri
133	kárṣati	adinawā	adinawā	Sinhalese
133	kárṣati	demun̊	demun̊	Dhivehi
133	kárṣati	cirdel	tʃrdel	Romani
134	nudáti	nudáti	nudáti:	Sanskrit
134	nudáti	nudati	nudati	Pali
134	nudáti	dhakkā	dʱʌkkɑː	Hindi
134	nudáti	dhakkā	dʱʌkkɑː	Urdu
134	nudáti	dhakelnu	dʱʌkelnu	Nepali
134	nudáti	dhakkele	dʱʌkkele	Bhojpuri
134	nudáti	dhakkaṇā	dʱʌkalɳɑː	Punjabi
134	nudáti	dhikaṇu	dʱikaɳu	Sindhi
134	nudáti	dhakko	dʱʌkko:	Gujarati
134	nudáti	ḍhakalṇe	dʱʌkalɳeː	Marathi
134	nudáti	None	None	Konkani
134	nudáti	thel	None	Assamese
134	nudáti	ṭhela	ˈʈʰæla	Bengali
134	nudáti	dhôkka	dʱɔkkɑː	Oriya
134	nudáti	None	None	Kashmiri
134	nudáti	tallu	tallu	Sinhalese
134	nudáti	koppun̊	koppun̊	Dhivehi
134	nudáti	pizdel	pizdel	Romani
135	kṣipáti	kṣipáti	kʂipɐti	Sanskrit
135	kṣipáti	khipati	kʱipati	Pali
135	kṣipáti	pheṅknā	pʰeːŋknɑː	Hindi
135	kṣipáti	pheṅknā	pʰeːŋknɑː	Urdu
135	kṣipáti	phālnu	pʰälnu	Nepali
135	kṣipáti	pheṅke,	pʰeɳke	Bhojpuri
135	kṣipáti	suṭṭaṇā	suʈʈɑnɑː	Punjabi
135	kṣipáti	uchlāiṇu	utʃhlɑːinu	Sindhi
135	kṣipáti	pheṅkvũ	pʰeːŋkvũ	Gujarati
135	kṣipáti	phekṇe,	pʰeːkne	Marathi
135	kṣipáti	uḍovap,	uḍovap	Konkani
135	kṣipáti	dolia	dolia	Assamese
135	kṣipáti	phela	pʰɛlɑ	Bengali
135	kṣipáti	phopaḍiba,	pʰopaḍiba	Oriya
135	kṣipáti	None	None	Kashmiri
135	kṣipáti	wīsi	wi:si	Sinhalese
135	kṣipáti	ellun̊	ellun̊	Dhivehi
135	kṣipáti	shudel	sʰudel	Romani
136	badhnā́ti,	badhnā́ti,	None	Sanskrit
136	badhnā́ti,	bandhati	None	Pali
136	badhnā́ti,	bāndhnā	bɑːndʱnɑː	Hindi
136	badhnā́ti,	bā̃dhnā	bɑːdʱnɑː	Urdu
136	badhnā́ti,	bā̃dhnu,	bädnu	Nepali
136	badhnā́ti,	bānhe	bɑːnhe	Bhojpuri
136	badhnā́ti,	bannhṇā	ban:hŋɑː	Punjabi
136	badhnā́ti,	ɓadhaṇu	ɓadʱaŋu	Sindhi
136	badhnā́ti,	bā̃dhvũ	bā̃:dʱvũ	Gujarati
136	badhnā́ti,	bāndhṇe	bɑːndʱŋe	Marathi
136	badhnā́ti,	bāndhap	bɑːndʱap	Konkani
136	badhnā́ti,	bandho	banʱ	Assamese
136	badhnā́ti,	bãdha	ˈbãdʱa	Bengali
136	badhnā́ti,	bandhiba	bandʱiba	Oriya
136	badhnā́ti,	None	None	Kashmiri
136	badhnā́ti,	gæṭa	gæṭa	Sinhalese
136	badhnā́ti,	essun̊	essun̊	Dhivehi
136	badhnā́ti,	phandel	pʱandel	Romani
137	sī́vyati	sī́vyati	síːʋjɐti	Sanskrit
137	sī́vyati	sibbati	sibbɑːti:	Pali
137	sī́vyati	sīnā	siːnɑː	Hindi
137	sī́vyati	sīnā	siːˈnɒː	Urdu
137	sī́vyati	siunu,	siunu	Nepali
137	sī́vyati	sīve	siːve	Bhojpuri
137	sī́vyati	siū̃ṇā	siːū̃ɳɑː	Punjabi
137	sī́vyati	sibaṇu	sibɑːnu	Sindhi
137	sī́vyati	sīvvũ	si:vvũ:	Gujarati
137	sī́vyati	śivṇe	śivɳe	Marathi
137	sī́vyati	śiuvap	śiuvap	Konkani
137	sī́vyati	sila	sila	Assamese
137	sī́vyati	ṭãka	ṭã:ka	Bengali
137	sī́vyati	silai	silai	Oriya
137	sī́vyati	None	None	Kashmiri
137	sī́vyati	mahanawā	mahanawā	Sinhalese
137	sī́vyati	fehun̊	fehun̊	Dhivehi
137	sī́vyati	suvel	ˈsyːvəl	Romani
138	gáṇayati,	gáṇayati,	gáɳajati	Sanskrit
138	gáṇayati,	gaṇeti	gaɳiːti	Pali
138	gáṇayati,	ginnā	ɡɪnnɑː	Hindi
138	gáṇayati,	ginnā	ɡɪnnɑː	Urdu
138	gáṇayati,	gannu	ɡʌnːu	Nepali
138	gáṇayati,	gine	gina	Bhojpuri
138	gáṇayati,	giṇnā	ɡɪnnɑː	Punjabi
138	gáṇayati,	gaṇaṇu	ɡɑɳaɳu	Sindhi
138	gáṇayati,	gaṇvũ	ɡɑɳvu	Gujarati
138	gáṇayati,	moj̈ṇe	modzɳe	Marathi
138	gáṇayati,	gaṇnā	ɡɑɳnɑː	Konkani
138	gáṇayati,	gon	gon	Assamese
138	gáṇayati,	gona	ɡona	Bengali
138	gáṇayati,	gôṇiba	gɔɳiba	Oriya
138	gáṇayati,	None	None	Kashmiri
138	gáṇayati,	gaṇinawā	ɡɑɳinawɑː	Sinhalese
138	gáṇayati,	gunun̊	ɡununɛn	Dhivehi
138	gáṇayati,	ginavel	ɡinaʋɛl	Romani
139	vákti	vákti	ʋɐkti	Sanskrit
139	vákti	vatti	ˈʋɑtːi	Pali
139	vákti	kahnā,	kəɦnɑː	Hindi
139	vákti	kahnā,	kəɦnɑː	Urdu
139	vákti	bhannu,	bʱʌnːu	Nepali
139	vákti	kahe	kəɦe	Bhojpuri
139	vákti	ākhaṇā	ɑːkʱaɳɑː	Punjabi
139	vákti	cavaṇu	tʃaʋaɳu	Sindhi
139	vákti	bolvũ	bolʋũ	Gujarati
139	vákti	bolṇe*,	bolɳe	Marathi
139	vákti	mhaṇap	mʱaɳɑːp	Konkani
139	vákti	ko	kɔ	Assamese
139	vákti	bôla	bɔla	Bengali
139	vákti	kôhiba	kɔhiba	Oriya
139	vákti	None	None	Kashmiri
139	vákti	kiyanawā,	kiyanwɑː	Sinhalese
139	vákti	bunun̊	bunun̊	Dhivehi
139	vákti	phenel	pʱenel	Romani
140	gā́yati	gā́yati	ɡɑːjɐti	Sanskrit
140	gā́yati	gāyati	ɡɑːjɐti	Pali
140	gā́yati	gānā	ɡɑːnɑː	Hindi
140	gā́yati	gānā	ɡäːɳäː	Urdu
140	gā́yati	gāunu	ɡäunu	Nepali
140	gā́yati	gāve	ɡä:ʋe	Bhojpuri
140	gā́yati	gāuṇā	ɡäːuɳɑː	Punjabi
140	gā́yati	gāiṇu	ɡäːinu	Sindhi
140	gā́yati	gāvũ	ɡɑːʋũ:	Gujarati
140	gā́yati	gāṇe	ɡaɳe	Marathi
140	gā́yati	gāvap	ɡavap	Konkani
140	gā́yati	ga	ɡaː	Assamese
140	gā́yati	gaẇa	ɡawa	Bengali
140	gā́yati	gaiba	ɡaiba	Oriya
140	gā́yati	None	None	Kashmiri
140	gā́yati	gayanawā	ɡɑːjɐnawɑː	Sinhalese
140	gā́yati	lavakiyun̊	lavaki:jun̊	Dhivehi
140	gā́yati	gilyabel	ɡiljɐvel	Romani
141	dī́vyati	dī́vyati	díːʋjɐti	Sanskrit
141	dī́vyati	kīḷati	ki:ḷati	Pali
141	dī́vyati	khelnā	kʰeːlnɑː	Hindi
141	dī́vyati	khelnā	kʰeːlnɑː	Urdu
141	dī́vyati	khelnu	kʰelnu	Nepali
141	dī́vyati	khele	kʰele	Bhojpuri
141	dī́vyati	kheḍṇā	kʰeːɖəɳaː	Punjabi
141	dī́vyati	kheḍaṇu	kʰeːɖaɳu	Sindhi
141	dī́vyati	ramvũ	ramvũ	Gujarati
141	dī́vyati	kheḷṇe	kʰeːḷɳe	Marathi
141	dī́vyati	None	None	Konkani
141	dī́vyati	khel	None	Assamese
141	dī́vyati	khela	kʰɛla	Bengali
141	dī́vyati	kheḷiba	kʰɛḷiba	Oriya
141	dī́vyati	None	None	Kashmiri
141	dī́vyati	sellam	sellam	Sinhalese
141	dī́vyati	kuḷun̊	kuḷun̊	Dhivehi
141	dī́vyati	khelel	kʰɛlel	Romani
142	plávate	plávate	plɐʋɐtɐj	Sanskrit
142	plávate	palavati	plɐʋati:	Pali
142	plávate	tairnā	tɛːɾnɑː	Hindi
142	plávate	tairnā	tɛːɾnɑː	Urdu
142	plávate	tairinu	tʌiɾinu	Nepali
142	plávate	taire,	tʌiɾ	Bhojpuri
142	plávate	tārnā	tɑːɾnɑːe	Punjabi
142	plávate	taraṇu	tʌraɳu	Sindhi
142	plávate	tarvũ,	tʌrvũ	Gujarati
142	plávate	taraṅgṇe	təɾəŋɡəɳe	Marathi
142	plávate	pātḷāvap	pɑːtḷɑːvap	Konkani
142	plávate	üpoṅ,	üpoṅ	Assamese
142	plávate	bhaśa	bʱaʃa	Bengali
142	plávate	bhaṣiba	bʱasiba	Oriya
142	plávate	None	None	Kashmiri
142	plávate	pāwenawā	pɑːwɛnawɑː	Sinhalese
142	plávate	oyādiun̊	ojɑːdiun̊	Dhivehi
142	plávate	urnel	urnel	Romani
143	sárati,	sárati,	sɐɾɐti	Sanskrit
143	sárati,	dhāvati	dʱɑːvati:	Pali
143	sárati,	bahnā	bəɦnɑː	Hindi
143	sárati,	bahnā	bɛɦnɑː	Urdu
143	sárati,	bagnu	bʌɡnu	Nepali
143	sárati,	bahe	bəɦe	Bhojpuri
143	sárati,	vagṇā	ʋagɳɑː	Punjabi
143	sárati,	vahaṇu	ʋahaɳu	Sindhi
143	sárati,	vahevũ	ʋahaʋũ	Gujarati
143	sárati,	vāhṇe	ʋaɦɳe	Marathi
143	sárati,	vhāuvap	ʋʱɑːuʋap	Konkani
143	sárati,	bo	bɔ	Assamese
143	sárati,	bôha	bɔɦa	Bengali
143	sárati,	bôhiba	bɔɦiba	Oriya
143	sárati,	None	None	Kashmiri
143	sárati,	galanawā	galanawɑː	Sinhalese
143	sárati,	oi	ɔɪ	Dhivehi
143	sárati,	shordyol	sʱordjol	Romani
144	śī́yate	śī́yate	śī́:jate	Sanskrit
144	śī́yate	sīyati	śī́:jati	Pali
144	śī́yate	jamnā	ˈdʒəmnaː	Hindi
144	śī́yate	jamnā	ˈdʒəmnaː	Urdu
144	śī́yate	jamnu	dzʌmnu	Nepali
144	śī́yate	jame	dzʌme	Bhojpuri
144	śī́yate	jammṇā	ˈdʒəmmnaː	Punjabi
144	śī́yate	ʄamaṇu	ʄamaṇu	Sindhi
144	śī́yate	ṭhārvũ,	tʱaːrʋũ	Gujarati
144	śī́yate	goṭhṇe	goṭʱɳe	Marathi
144	śī́yate	goṭhap	goṭʱap	Konkani
144	śī́yate	phriz	pʱriz	Assamese
144	śī́yate	jôma	jɔma	Bengali
144	śī́yate	jômi	jɔmi	Oriya
144	śī́yate	None	None	Kashmiri
144	śī́yate	kæṭi	kæṭi	Sinhalese
144	śī́yate	gaⁿḍukurun̊	gaⁿḍukurun̊	Dhivehi
144	śī́yate	pahosajvel	pahosajvel	Romani
145	śváyati	śváyati	śʋá:jati:	Sanskrit
145	śváyati	phāti	pʱɑːti	Pali
145	śváyati	sūjnā	suːdʒnɑː	Hindi
145	śváyati	sūjnā	suːdʒnɑː	Urdu
145	śváyati	sunninu	sunːinu	Nepali
145	śváyati	sūje	suːdʒe	Bhojpuri
145	śváyati	sujjaṇā	suːdʒ:nɑː	Punjabi
145	śváyati	suʄaṇu	suʄaṇu	Sindhi
145	śváyati	sujī	suːdʒi	Gujarati
145	śváyati	phugṇe*,	pʰuɡɳe	Marathi
145	śváyati	vāḍap,	ʋɑːḍap	Konkani
145	śváyati	phul	pʰul	Assamese
145	śváyati	phãpa	pʰã:pa	Bengali
145	śváyati	phuliba	pʰuliba	Oriya
145	śváyati	None	None	Kashmiri
145	śváyati	idimenawā	idimenawɑː	Sinhalese
145	śváyati	duḷavun̊	duḷavun̊	Dhivehi
145	śváyati	shulyol	sʰuljol	Romani
146	sū́rya,	sū́rya,	suːɾjᵊ	Sanskrit
146	sū́rya,	suriya	sʊɻɪjɐ	Pali
146	sū́rya,	sūraj	suːɾədʒ	Hindi
146	sū́rya,	sūraj	suːɾədʒ	Urdu
146	sū́rya,	ghām,	ɡʱam	Nepali
146	sū́rya,	sūraj	suːɾədʒ	Bhojpuri
146	sū́rya,	sūraj	suːɾədʒ	Punjabi
146	sū́rya,	siju,	sidʒu	Sindhi
146	sū́rya,	sūrya,	suːɾjᵊ	Gujarati
146	sū́rya,	sūrya	suːɾjᵊ	Marathi
146	sū́rya,	sūrya	suːɾjᵊ	Konkani
146	sū́rya,	beli	beli	Assamese
146	sū́rya,	śurjô	ˈʃurdʒːo	Bengali
146	sū́rya,	surjyô	suɾdʒjɔ	Oriya
146	sū́rya,	None	None	Kashmiri
146	sū́rya,	iru	iru	Sinhalese
146	sū́rya,	iru	iɾu	Dhivehi
146	sū́rya,	kham	kham	Romani
147	mā́sa,	mā́sa,	mɑːs	Sanskrit
147	mā́sa,	canda	ˈkanda	Pali
147	mā́sa,	cānd	tʃɑːnd	Hindi
147	mā́sa,	cānd	tʃɑːnd	Urdu
147	mā́sa,	jun,	dzun	Nepali
147	mā́sa,	cān	tʃɑːn	Bhojpuri
147	mā́sa,	cand	tʃənd	Punjabi
147	mā́sa,	canḍu	tʃənḍu	Sindhi
147	mā́sa,	candra,	tʃəndrᵊ	Gujarati
147	mā́sa,	candra	tʃəndɾᵊ	Marathi
147	mā́sa,	candra	tʃəndɾᵊ	Konkani
147	mā́sa,	zün	zʊn	Assamese
147	mā́sa,	cãdô	sãd	Bengali
147	mā́sa,	côndrô,	tʃɔndɾɔ	Oriya
147	mā́sa,	None	None	Kashmiri
147	mā́sa,	haⁿda	həⁿda	Sinhalese
147	mā́sa,	haⁿdu	həⁿdu	Dhivehi
147	mā́sa,	ćhon	'tʃʰon	Romani
148	nákṣatra,	nákṣatra,	nəkʂətɾᵊ	Sanskrit
148	nákṣatra,	tārakā	tɑːɾɑːkɑː	Pali
148	nákṣatra,	tārā	tɑːɾɑː	Hindi
148	nákṣatra,	sitārā	sitɑːɾɑː	Urdu
148	nákṣatra,	tārā	tɑːɾɑː	Nepali
148	nákṣatra,	tārā	tɑːɾɑː	Bhojpuri
148	nákṣatra,	tārā	taːraː	Punjabi
148	nákṣatra,	tāro	tɑːro	Sindhi
148	nákṣatra,	tāro	taːro	Gujarati
148	nákṣatra,	tārā	tɑːɾɑː	Marathi
148	nákṣatra,	tāro	taːro	Konkani
148	nákṣatra,	tora	tɔɹa	Assamese
148	nákṣatra,	tara	tara	Bengali
148	nákṣatra,	tara	taɾa	Oriya
148	nákṣatra,	None	None	Kashmiri
148	nákṣatra,	taru	təru	Sinhalese
148	nákṣatra,	tari	təɾi	Dhivehi
148	nákṣatra,	ćexrain	'tʃexrain	Romani
149	jalá,	jalá,	dʒəl	Sanskrit
149	jalá,	jala,	ˈjala	Pali
149	jalá,	pānī	pɑːniː	Hindi
149	jalá,	pānī	päːɳiː	Urdu
149	jalá,	pānī	pɑːniː	Nepali
149	jalá,	pānī	pɑːniː	Bhojpuri
149	jalá,	pāṇī	pɑːɳiː	Punjabi
149	jalá,	pānī	pɑːɳi	Sindhi
149	jalá,	pāṇī	ˈpɑɳi	Gujarati
149	jalá,	pāṇī	pɑɳi	Marathi
149	jalá,	udak,	ʊdək	Konkani
149	jalá,	pani	pani	Assamese
149	jalá,	pani,	ˈpɑːniː	Bengali
149	jalá,	paṇi	paɳi	Oriya
149	jalá,	None	None	Kashmiri
149	jalá,	watura	watura	Sinhalese
149	jalá,	fen̊	feŋ	Dhivehi
149	jalá,	pani	ˈpʰaːniː	Romani
150	varṣá	varṣá	ʋəɾʂ	Sanskrit
150	varṣá	vassa	ˈvasːa	Pali
150	varṣá	bāriś	bɑːɾɪʃ	Hindi
150	varṣá	bāriś	bɑːɾiʃ	Urdu
150	varṣá	varṣā,	ʋəɾʂɑː	Nepali
150	varṣá	barkhā	bəɾkʰɑː	Bhojpuri
150	varṣá	bāriś	baːɾɪʃ	Punjabi
150	varṣá	mī̃hũ	mī̃:hũ:	Sindhi
150	varṣá	varsād	ʋəsɑːd	Gujarati
150	varṣá	pāūs	paus	Marathi
150	varṣá	pāvas,	pɑːʋs	Konkani
150	varṣá	boroxun	bɔɹɔxun	Assamese
150	varṣá	briśṭi	briśti	Bengali
150	varṣá	bôrṣa	bɔɾsa	Oriya
150	varṣá	None	None	Kashmiri
150	varṣá	wæssa	wæssa	Sinhalese
150	varṣá	vārē	ʋɑːre:	Dhivehi
150	varṣá	briśind	briśind	Romani
151	nadī́	nadī́	nədiː	Sanskrit
151	nadī́	nadī	nədiː	Pali
151	nadī́	nadī	nədiː	Hindi
151	nadī́	nadī	daɾiː	Urdu
151	nadī́	nadī	nədiː	Nepali
151	nadī́	nadī	nədiː	Bhojpuri
151	nadī́	nadī	nədiː	Punjabi
151	nadī́	nadī	nədiː	Sindhi
151	nadī́	nadī	nədiː	Gujarati
151	nadī́	nadī	nədiː	Marathi
151	nadī́	nhaiya,	nʱaija	Konkani
151	nadī́	noi,	noɪ	Assamese
151	nadī́	nôdi	nɔdi	Bengali
151	nadī́	nôdi	nɔdi	Oriya
151	nadī́	None	None	Kashmiri
151	nadī́	gaⁿga,	gaⁿga	Sinhalese
151	nadī́	koaru	koaru	Dhivehi
151	nadī́	len	ˈlɛn	Romani
152	sáras	sáras	sɐɾɐs	Sanskrit
152	sáras	sara	ˈsʌɾʌ	Pali
152	sáras	jhīl	dʒʱiːl	Hindi
152	sáras	jhīl	dʒʱiːl	Urdu
152	sáras	tāl	tɑːl	Nepali
152	sáras	jhīl	dʒʱiːl	Bhojpuri
152	sáras	jhīl	dʒʱiːl	Punjabi
152	sáras	ḍhanḍha	dʱandʱa	Sindhi
152	sáras	sarovar,	sarovar	Gujarati
152	sáras	sarovar	sarovar	Marathi
152	sáras	taḷī	tali:	Konkani
152	sáras	bil	bil	Assamese
152	sáras	hrôd	hrɔd	Bengali
152	sáras	hrôdô	hrɔdo	Oriya
152	sáras	None	None	Kashmiri
152	sáras	wila	wila	Sinhalese
152	sáras	kuḷi	kuli	Dhivehi
152	sáras	baro	barɔ	Romani
153	samudrá	samudrá	səmʊdɾᵊ	Sanskrit
153	samudrá	samudda	None	Pali
153	samudrá	samandar	səmˈənˈdər	Hindi
